"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IBPFAHIO_00833",46665.8272001939,-4.91102797753871,0.0732114036948705,-67.0800958551052,0,0
"IBPFAHIO_00834",58384.8584632266,-5.01721131644068,0.0732011765482088,-68.5400365544185,0,0
"IBPFAHIO_00835",98598.4730842827,-5.26141953272659,0.0633449567590888,-83.0598014730143,0,0
"IBPFAHIO_00836",25297.8027423119,-5.31516311958468,0.0912881749848923,-58.224004592756,0,0
"IBPFAHIO_00837",35336.9498425133,-5.1858628130346,0.0720857838858792,-71.9401598135421,0,0
"IBPFAHIO_00838",68843.7402584618,-5.3514898715934,0.0753566275368291,-71.0155171020353,0,0
"IBPFAHIO_00839",60634.4434045333,-5.45549067901647,0.0698432808328675,-78.1104583570646,0,0
"IBPFAHIO_00840",56491.5562091394,-5.61702145580673,0.0650124888562711,-86.3991143028654,0,0
"IBPFAHIO_00841",58493.1228989789,-5.64088298983223,0.0737527523683389,-76.4836946241723,0,0
"IBPFAHIO_00842",130849.577754623,-5.09567435523208,0.074156738036488,-68.7149204530114,0,0
"IBPFAHIO_00843",40431.3336301543,-4.55642839633078,0.0671886421874801,-67.8154558268454,0,0
"IBPFAHIO_00853",102320.143843026,4.32826191732425,0.0717596915335242,60.3160607971985,0,0
"IBPFAHIO_00899",39526.7819589128,-2.09208374283356,0.0495799169559616,-42.1961929603837,0,0
"IBPFAHIO_00901",10491.159049741,-2.14694700341156,0.0540025399972235,-39.7564078193719,0,0
"IBPFAHIO_00902",5149.58963891498,-2.99181774995276,0.0792927708014411,-37.7312801622816,0,0
"IBPFAHIO_00936",3110.83123314545,4.45688707994795,0.079965140612978,55.7353747618449,0,0
"IBPFAHIO_00945",1392.51036408411,5.70166745793737,0.133854364401057,42.5960519363713,0,0
"IBPFAHIO_00949",1751.41916249852,4.66333092991702,0.101918692033789,45.7554040074511,0,0
"IBPFAHIO_00960",2903.68231609247,3.00024226967818,0.0681662347363053,44.0136129167812,0,0
"IBPFAHIO_00972",9913.22079633006,4.40104476820873,0.0696147556078558,63.2199988318581,0,0
"IBPFAHIO_00973",4240.97821738526,4.5811010233865,0.0745572417972765,61.4440785757963,0,0
"IBPFAHIO_00974",3194.13658609173,4.32245075470204,0.0856361055444921,50.4746301483353,0,0
"IBPFAHIO_00975",4880.58411713916,3.24582495021796,0.0642938278086327,50.484238702959,0,0
"IBPFAHIO_00976",1818.93186673483,3.72783620334293,0.0825223516005266,45.1736545437847,0,0
"IBPFAHIO_00979",3094.15963681653,5.06126998015741,0.108471242648561,46.6600165774403,0,0
"IBPFAHIO_00980",4461.93144131973,4.79233937357151,0.0923717536735892,51.8810045601822,0,0
"IBPFAHIO_00981",1089.57860628816,4.789405201609,0.124522986937291,38.4620166878982,0,0
"IBPFAHIO_00982",2391.12760731126,4.92679431586305,0.102281591896677,48.1689248720335,0,0
"IBPFAHIO_00983",11588.2975915886,4.96527561398825,0.0628638594764834,78.9845812099033,0,0
"IBPFAHIO_00985",6262.67724678887,5.23478040221479,0.0810282632474389,64.6043762067214,0,0
"IBPFAHIO_00986",5883.25531568687,3.5677974642516,0.0651830625795908,54.7350388744805,0,0
"IBPFAHIO_00987",3345.82836515085,5.78699056150033,0.102486070589927,56.4661180606244,0,0
"IBPFAHIO_01003",6612.34383710033,-2.66440591759267,0.0626049788845821,-42.5590099232321,0,0
"IBPFAHIO_01022",5136.48344672567,-2.56284777424704,0.0618945397583329,-41.4066860219605,0,0
"IBPFAHIO_01026",149054.994184683,-3.16544351685477,0.0577930768817651,-54.7720192044928,0,0
"IBPFAHIO_01027",316379.558809302,-2.85187116128474,0.0695308443975867,-41.0159143901282,0,0
"IBPFAHIO_01028",85784.9961515106,-2.58781201424853,0.0566533349736455,-45.678017286226,0,0
